51304059245,fgd,234,229
51304108027,aeb,161,140
51304114928,geg,234,61
51304167974,gga,240,243
51304184284,abe,151,150
51304188596,gdb,94,77
51304248158,egd,164,287
51304248881,fad,49,32
51304293914,bfc,160,35
51304327922,ddg,71,221
51304344318,abf,54,94
51304362581,bba,247,40
51304368560,aab,19,277
51304375654,fef,181,125
51304383979,gcd,238,65
51304455795,gcg,259,250
51304459263,gff,254,33
51304473268,ggc,216,28
51304491235,cdd,173,264
51304516266,aaf,135,233
51304522318,egc,258,195
51304523479,cdf,236,233
51304584273,cga,147,123
51304588387,fee,246,271
51304591222,gad,68,270
51304601747,bbf,244,227
51304603018,fge,293,162
51304604697,cde,78,125
51304629748,dba,88,79
51304659978,bbg,202,149
51304760177,gcf,122,45
51304764465,eag,176,294
51304771073,fdf,64,277
51304812422,ccd,98,190
51304839785,aca,115,87
51304840725,eee,93,9
51304869569,bgd,221,227
51304885730,gca,1,261
51304911944,ege,175,273
51304933851,fee,82,233
51304936336,fbc,172,221
51304949753,ccg,157,244
51305044071,bfc,96,36
51305070586,gec,275,268
51305073023,efd,77,61
51305102961,aca,23,100
51305109458,ceb,237,112
51305118908,caf,288,289
51305140067,agb,143,136
51305209211,eed,116,11
51305218593,gfb,253,266
51305232215,dcd,207,144
51305244333,gab,294,327
51305244832,egb,56,199
51305273958,dbf,254,89
51305279273,dbd,135,187
51305280161,dab,144,256
51305307613,efd,207,62
51305322788,aff,119,100
51305351699,bed,263,255
51305378537,cad,168,138
51305397366,eba,123,110
51305415500,bdf,178,133
51305419959,fcf,208,102
51305431901,efc,255,87
51305438384,cce,3,246
51305439947,fff,44,115
51305465863,eab,76,245
51305483510,acb,220,138
51305493744,ece,155,168
51305503556,bab,150,205
51305511440,gdg,204,259
51305522748,edd,11,169
51305523429,geg,261,62
51305545526,dga,46,68
51305591683,cfb,123,29
51305624964,bdc,142,93
51305646126,acf,42,28
51305647299,gga,241,208
51305649657,cee,245,251
51305688302,ecd,90,132
51305690703,cae,217,6
51305692883,cec,72,125
51305709481,gae,67,213
51305722750,cde,274,131
51305742700,dce,30,275
51305755474,dgb,52,26
51305756335,dcd,240,167
51305795544,dad,63,291
51305814161,gbe,115,59
51305817448,cba,191,225
51305838211,gfd,2,215
51305840687,ebb,106,286
51305842019,bac,64,117
51305882461,ada,140,154
51305914640,abc,217,50
51305938514,cfa,198,250
51305951232,cea,268,124
51305953415,ffb,110,14
51305996018,feb,70,142
51305999642,cce,188,287
51306001508,ffa,284,10
51306039648,eae,11,246
51306061423,acg,123,15
51306111599,ffa,211,9
51306122819,fag,173,36
51306133779,abf,40,105
51306134810,bge,220,115
51306145192,cfe,63,107
51306184140,bcd,242,65
51306184488,dee,232,33
51306200185,cgc,55,46
51306220992,cda,244,220
51306240215,aac,94,161
51306284587,eff,258,63
51306287640,afa,190,261
51306297351,afe,58,121
51306305712,efg,166,260
51306346058,fbc,228,218
51306354595,ged,179,24
51306360897,adg,223,82
51306401135,afc,297,101
51306408905,efe,24,16
51306423323,bbb,77,124
51306430784,dae,129,44
51306461473,ebe,103,262
51306470181,fab,292,253
51306524596,dfc,60,271
51306530774,fac,57,37
51306557125,dba,154,67
51306559641,ceb,110,92
51306574105,feb,192,166
51306613597,afb,72,47
51306627076,fbe,273,107
51306633443,gfg,42,86
51306669513,gee,35,167
51306707006,dae,258,51
51306724462,dgc,22,98
51306759668,agg,173,80
51306770731,cfd,68,77
51306776436,ebd,139,69
51306805990,dcg,12,96
51306824330,edg,96,173
51306833392,eaa,68,261
51306840736,cbd,72,176
51306854835,bcg,256,194
51306867707,bcb,223,249
51306871751,fea,264,69
51306887214,dcg,189,108
51306888288,cbb,184,103
51306899596,bgg,86,88
51306917103,dde,134,84
51306918832,aga,235,246
51306926569,edc,116,232
51306965733,dgf,37,224
51306975237,eaf,242,127
51306982976,gdb,85,80
51306985739,bcf,163,299
51306986675,bbb,164,122
51306987856,ebb,66,271
51306995439,agd,38,220
51307015569,deg,116,224
51307035098,age,138,53
51307058412,dda,106,20
51307070409,gbd,284,269
51307074341,gac,11,268
51307082087,ecf,258,288
51307091095,dgb,124,24
51307097691,fga,149,231
51307097977,bec,280,229
51307150566,fde,107,18
51307151601,dbd,142,194
51307160988,ecb,201,76
51307161772,cab,33,241
51307167372,fge,250,191
51307185841,fgf,85,62
51307185847,gfe,145,292
51307193517,cac,234,103
51307194534,ecc,106,181
51307243568,fcc,265,170
51307254845,eeg,248,12
51307269567,ceb,162,104
51307270184,eac,43,262
51307283436,egb,118,179
51307285956,acf,155,29
51307289363,cab,54,277
51307291743,dff,56,307
51307333694,adb,99,257
51307385161,acf,184,29
51307391461,fbf,245,263
51307407686,bab,64,188
51307425595,eef,86,190
51307461289,adc,239,311
51307500728,cfc,76,148
51307502140,bee,108,33
51307508245,dgb,232,26
51307514134,bbf,126,188
51307524081,dfg,120,181
51307580543,geb,258,153
51307581888,fde,26,19
51307592150,ddb,199,243
51307605656,ffd,290,293
51307608923,deb,167,81
51307610885,fea,86,75
51307630929,gfc,84,65
51307642219,cag,35,47
51307661084,ccc,67,179
51307665526,gcb,287,192
51307677631,gcb,218,159
51307719623,aag,144,23
51307731895,aab,74,260
51307744382,gfc,131,53
51307744523,bec,287,242
51307756463,cdd,248,264
51307762815,ggf,131,244
51307772365,cgd,215,142
51307773295,dag,104,43
51307775057,bad,162,33
51307783562,bfd,49,85
51307787821,dbb,203,118
51307833239,gdc,26,14
51307844687,fae,234,177
51307908665,afg,64,87
51307918593,ffc,119,47
51307929146,ggb,60,157
51307959254,ade,286,150
51307974776,bbd,49,239
51307980261,dga,234,61
51307982498,aeb,262,124
51308015113,ced,263,126
51308022108,dfe,15,253
51308032687,dca,131,248
51308039057,agg,3,64
51308055363,ede,30,48
51308057567,aad,272,267
51308062484,fca,258,299
51308065968,dfd,177,78
51308072509,gaa,133,123
51308073015,dgc,175,84
51308086461,bbd,270,253
51308118371,agd,15,180
51308159941,dbg,263,114
51308187177,ebc,284,279
51308188510,fce,167,38
51308214002,bgf,159,69
51308214974,afd,230,168
51308223087,agg,185,69
51308226489,gab,81,353
51308241588,fde,145,15
51308247071,cgb,189,102
51308271868,eec,20,69
51308291611,cff,241,68
51308308808,gdc,122,14
51308334082,cag,248,41
51308348041,dgd,297,220
51308349574,dbe,10,144
51308364217,dcf,129,131
51308372520,bbb,265,132
51308383409,dgc,55,94
51308385565,cdc,209,53
51308388609,ceg,120,146
51308393647,gbc,30,150
51308409824,gdf,35,79
51308426119,fae,252,184
51308429387,fca,136,322
51308448063,fcg,114,222
51308455279,bdb,283,137
51308459663,cge,172,152
51308473342,ead,83,180
51308477140,dge,226,149
51308516659,fbb,239,48
51308520420,efb,252,130
51308549851,eaf,75,142
51308559983,fba,78,219
51308570824,gfe,230,344
51308598283,aae,76,207
51308601900,fda,127,80
51308602242,cfd,171,62
51308618448,dea,44,6
51308630058,bbe,235,273
51308652125,eaf,219,151
51308663135,bbc,288,61
51308669860,bag,2,140
51308671169,fdg,53,231
51308677236,cfg,227,84
51308685075,gce,279,87
51308690033,bdd,258,232
51308706076,aee,77,274
51308721497,gba,23,132
51308734734,gcg,19,277
51308735101,gde,181,115
51308747435,afa,272,274
51308754437,eea,230,182
51308773932,dbc,201,136
51308798903,abg,205,108
51308802900,bga,276,103
51308804161,fca,273,325
51308828551,gfd,186,234
51308840594,bfg,168,158
51308841307,ddd,202,160
51308850871,cbg,196,172
51308851691,bbf,16,199
51308859905,bff,278,194
51308871414,bfa,130,226
51308885306,bbd,57,217
51308895601,eeb,95,33
51308905954,abf,293,90
51308918837,abc,100,49
51308930940,egf,208,189
51308937917,bgd,128,197
51308959225,dce,43,225
51308968494,afc,202,116
51308976972,cff,234,79
51308990538,ecg,287,133
51308994541,gge,223,275
51309009469,dcb,110,64
51309032405,cbe,173,146
51309033766,gcg,244,238
51309049884,dgd,115,202
51309051419,aeg,157,45
51309058438,cbc,116,243
51309061621,ada,162,167
51309082114,aec,84,204
51309088927,dgg,41,87
51309113984,fgb,273,10
51309114585,egc,136,179
51309139003,ccb,110,166
51309139322,gdd,160,191
51309139959,aef,185,162
51309143811,ffe,82,47
51309144945,eda,119,205
51309173429,ebg,133,283
51309226082,adb,210,251
51309250827,ffa,161,7
51309258491,fdd,80,288
51309267749,ebf,77,13
51309284540,eca,42,296
51309298916,abd,263,113
51309301149,bdc,221,98
51309316113,dec,265,17
51309322462,eea,103,160
51309323026,aaa,55,250
51309325775,dfa,292,79
51309361566,ebf,211,12
51309377609,gda,1,226
51309387993,bgg,276,98
51309389619,baf,204,224
51309389981,ccf,140,13
51309437376,aeg,293,47
51309446099,bee,189,34
51309468606,fdc,258,180
51309472371,bfb,227,86
51309488038,fcd,176,238
51309489932,bfe,191,296
51309504812,ggd,201,46
51309536297,fcb,72,59
51309586439,eef,44,182
51309596070,ace,179,287
51309597559,ecb,285,72
51309601276,egg,266,205
51309624558,gag,56,243
51309628439,gfa,224,168
51309647671,gea,208,84
51309656594,feg,290,234
51309664952,efa,262,9
51309674381,bed,24,255
51309686383,agf,129,95
51309714796,cce,84,315
51309718956,faa,240,77
51309723952,bda,203,42
51309730209,bdg,73,168
51309741332,cgb,210,91
51309742944,fdb,89,185
51309756201,gcc,40,244
51309763136,gge,95,277
51309763350,aba,185,74
51309771973,gbb,152,298
51309800029,cba,123,216
51309806689,gge,11,243
51309825159,fgc,157,288
51309828375,bgb,298,97
51309835926,cdc,204,53
51309845482,acd,229,148
51309847285,cfc,274,174
51309856814,ggg,197,46
51309864225,bcc,199,267
51309868920,daa,43,114
51309890853,gbf,279,20
51309896070,beb,73,150
51309905202,caa,34,266
51309914840,dfb,194,265
51309923760,aec,84,240
51309938628,add,213,268
51309941629,ecc,75,179
51309951291,cfb,47,27
51309973071,gef,123,149
51310005946,bgb,26,97
51310017276,eag,114,326
51310017524,bea,19,131
51310021942,gga,208,212
51310045142,ecd,47,113
51310046720,cgd,141,129
51310048583,eeg,288,13
51310054999,cga,59,145
51310059519,fbb,273,47
51310079081,aaf,184,263
51310093064,fbd,210,199
51310097885,def,232,45
51310098540,adb,132,228
51310120980,gbe,92,47
51310142525,ega,3,46
51310145080,fcg,61,184
51310151762,agc,29,114
51310155949,ddd,243,145
51310169210,dbd,172,195
51310187214,ffd,90,298
51310205219,geb,84,145
51310223781,afe,55,124
51310234430,cae,200,5
51310254078,cce,265,327
51310272942,cca,278,120
51310274049,gbf,1,17
51310297553,ege,199,248
51310322459,cef,165,185
51310344147,cde,65,123
51310376690,fab,77,301
51310376911,fcf,200,120
51310384457,ged,117,24
51310443695,fed,219,105
51310446468,aaf,192,276
51310449950,gfe,60,292
51310492140,aea,10,83
51310503460,gcg,38,204
51310551582,bdg,101,142
51310559153,dcc,220,56
51310569740,daf,100,293
51310577218,cbg,117,161
51310580146,dfa,228,82
51310600020,cag,202,41
51310618672,dcd,104,150
51310629632,bac,30,129
51310629977,fbf,16,249
51310631948,fgb,36,9
51310645028,gdb,114,68
51310648826,cbf,85,90
51310673710,fce,270,44
51310676161,bef,156,91
51310718974,ffg,182,148
51310735848,afd,163,136
51310799984,gfa,49,173
51310855568,bea,104,125
51310881169,bce,88,272
51310897374,bbd,68,190
51310911112,fbg,29,240
51310926629,eeb,245,30
51310936255,beg,45,31
51310978941,ced,289,144
51311051389,bec,24,242
51311075105,ege,7,240
51311085857,cgg,242,199
51311089043,bca,14,192
51311089727,gaf,69,54
51311109854,gcf,152,42
51311113890,edb,221,279
51311159785,eca,73,352
51311175582,eab,32,237
51311210859,dbc,114,136
51311241556,cdf,101,200
51311245683,aeg,266,45
51311255503,cdg,82,201
51311259052,ggf,257,214
51311278628,agg,213,66
51311284283,gce,253,84
51311301323,dgg,77,76
51311301716,egf,157,196
51311304224,fbb,294,39
51311355156,afg,148,71
51311394004,caf,4,286
51311412279,bba,229,41
51311413329,cae,88,5
51311430832,cfa,150,270
51311435065,bcb,294,206
51311437502,fgg,30,198
51311445855,baa,74,50
51311446750,agb,103,137
51311461892,agg,278,66
51311474438,bde,139,27
51311474519,cef,161,162
51311493500,efe,45,14
51311522927,cgd,35,103
51311551429,gfb,284,316
51311557448,ecf,57,285
51311564195,cgf,136,148
51311575580,ecb,208,58
51311576216,dbf,286,101
51311593437,efd,79,66
51311597257,gbc,112,154
51311599259,aed,48,279
51311632298,aga,268,282
51311645796,cdb,13,58
51311648006,ace,53,335
51311656511,bbf,168,206
51311725732,gba,4,157
51311769277,fgd,204,185
51311771544,bce,50,293
51311780808,age,71,55
51311789277,dea,76,6
51311792005,dff,278,294
51311881358,cbc,192,196
51311899650,abd,69,122
51311905717,edc,105,243
51311925273,eee,110,9
51311932627,fef,293,133
51311943632,cbf,107,93
51311958074,abg,91,93
51311983905,dee,128,32
51311996848,baa,13,57
51311997857,eae,190,246
51312014378,ada,69,138
51312027765,ggg,200,38
51312048559,fdf,188,252
51312057242,fbg,49,256
51312057526,adf,61,23
51312083918,dac,107,115
51312098286,faf,5,196
51312107829,gbg,25,101
51312110444,fef,113,109
51312116112,bab,95,152
51312116274,ccc,175,213
51312149912,abb,147,279
51312158626,ccf,117,14
51312207010,cad,162,117
51312209017,cdf,5,234
51312232360,cde,89,107
51312255531,fgf,5,64
51312268440,baa,130,51
51312289883,fbd,192,165
51312289907,dag,49,43
51312291285,bgc,75,337
51312294226,gad,70,315
51312309854,deb,27,74
51312352012,eed,144,12
51312354665,acb,87,154
51312379841,ege,9,199
51312392798,cfe,90,123
51312396316,eae,295,206
51312421340,fce,62,51
51312438806,edf,24,297
51312444645,fgf,104,67
51312461381,bdb,206,158
51312481361,edd,216,169
51312532750,bfg,139,126
51312537887,dag,55,40
51312543969,eec,174,71
51312564290,aad,38,307
51312612677,gbg,235,118
51312617779,ccg,232,253
51312632524,eae,236,214
51312636397,cdg,192,209
51312644624,eeb,244,33
51312656660,gca,263,211
51312681082,bba,242,44
51312689142,gaa,24,132
51312718823,cec,203,115
51312733517,cgd,232,113
51312745553,gff,90,29
51312747340,egd,224,332
51312747653,dad,183,282
51312766001,dgf,161,266
51312772763,abe,93,165
51312809720,ded,86,177
51312815150,aff,298,107
51312848088,abg,184,78
51312874639,bcf,287,278
51312879026,fca,92,279
51312881135,dcc,117,50
51312914514,efg,234,208
51312931412,bfb,88,79
51312956098,dea,95,7
51312959824,efg,131,189
51312961261,dgd,154,193
51312968426,gfg,31,93
51312986285,fac,147,34
51313000816,gec,239,238
51313004193,bae,239,258
51313022089,gcf,268,35
51313037420,fab,276,282
51313048941,cgf,180,122
51313055628,dfg,199,182
51313119012,ded,91,194
51313136187,ggd,214,52
51313141945,acc,163,112
51313146178,dac,124,135
51313171861,bbb,222,146
51313176212,fee,298,216
51313193978,bga,86,94
51313203141,ddc,188,252
51313212817,dba,83,77
51313230522,aac,285,148
51313250749,gea,87,79
51313260437,afe,266,100
51313274706,fcf,132,139
51313279222,bcd,267,64
51313292489,ggd,13,47
51313292743,ddf,227,59
51313366331,gbd,135,247
51313394265,aee,151,219
51313402054,fdg,114,196
51313403311,agd,50,180
51313421285,gge,19,286
51313443896,fec,269,74
51313448779,dae,61,53
51313451424,gbf,189,17
51313453149,fdd,23,293
51313462080,aeb,228,119
51313470647,ccd,243,172
51313485809,fad,107,28
51313490213,ggd,289,42
51313506069,fge,14,204
51313506228,ccc,94,204
51313510218,aca,230,95
51313554629,eef,84,180
51313557494,bfc,49,34
51313567469,ece,68,134
51313575747,ggb,18,171
51313620020,dfc,267,257
51313627001,ffd,124,324
51313641600,geg,136,68
51313659475,ceg,233,129
51313665659,fbg,15,232
51313668491,bfg,271,142
51313677640,gfc,28,54
51313695517,dea,263,7
51313718601,gfd,258,191
51313728046,bfd,238,88
51313757763,cbf,175,96
51313793123,adg,7,77
51313794561,cgd,160,122
51313808601,aba,176,71
51313817285,cac,92,97
51313826911,gbe,50,40
51313827139,ecf,281,233
51313882807,ceb,119,99
51313884377,eba,78,93
51313899921,deb,75,59
51313901032,bfa,69,255
51313910039,gag,74,257
51313914361,gcd,20,72
51313926884,eab,177,258
51313955519,cfa,146,299
51313967816,adc,82,338
51314018075,deg,88,181
51314025169,abc,299,55
51314028544,bbg,17,131
51314036090,ffb,273,15
51314039459,gdg,37,295
51314040364,fcd,30,266
51314071451,gca,5,206
51314083675,gfb,106,363
51314140222,fcd,216,281
51314145318,ecf,198,246
51314147991,dca,99,248
51314153636,fff,274,136
51314154588,cca,169,111
51314168069,ggc,281,25
51314171827,bge,98,109
51314189728,fag,155,38
51314197922,gdf,273,88
51314200735,gcb,144,138
51314206617,ddg,124,187
51314215562,fbe,85,109
51314270261,dab,272,281
51314273463,dce,279,234
51314285394,cbg,24,135
51314288134,bdf,198,114
51314310855,cca,175,122
51314312506,gbf,263,16
51314319972,ebe,207,269
51314336257,ged,169,23
51314341044,bbe,21,283
51314348783,edc,38,235
51314361448,cef,208,147
51314367150,cce,252,274
51314390288,bdd,174,252
51314391988,cgc,9,37
51314426264,dgb,265,24
51314446064,bdg,93,143
51314446823,geg,61,75
51314463874,eff,162,68
51314481944,egf,69,207
51314491214,fdc,229,151
51314520716,dgc,299,103
51314524736,dda,224,16
51314552545,bac,67,122
51314564070,gac,224,316
51314569985,cab,35,268
51314582911,dfa,60,93
51314596676,cda,138,184
51314614808,cde,109,125
51314624929,bce,62,307
51314632628,ecg,153,107
51314676654,dbf,8,113
51314704980,dgg,214,82
51314729309,bfg,98,129
51314730665,cfa,98,352
51314741806,gbe,120,37
51314747494,ceb,33,112
51314753026,dcf,232,145
51314768147,bcg,192,203
51314780682,gae,126,178
51314799319,bae,38,250
51314802676,cgc,216,29
51314828038,fbb,189,34
51314839823,cae,84,5
51314869793,bgf,108,78
51314889573,ddb,97,279
51314930696,bee,100,31
51314932717,bbb,242,131
51314959524,dcf,225,126
51314972694,bag,296,142
51315005800,cab,202,246
51315013462,ffa,279,7
51315049609,cea,235,104
51315082641,fcf,139,165
51315087893,bcf,119,303
51315090322,cgc,66,33
51315138419,efc,247,87
51315152743,fbg,123,190
51315179448,acf,99,33
51315182702,edb,271,225
51315189184,dfe,233,301
51315226111,gfg,167,77
51315232418,ega,248,50
51315235934,fde,82,14
51315237900,egb,172,166
51315267720,eee,158,7
51315277572,afb,245,55
51315280951,fdb,92,185
51315295316,acg,205,12
51315296666,fcb,34,54
51315321363,fee,165,246
51315328592,eda,123,211
51315339343,cgd,203,145
51315343796,cee,97,210
51315347545,gce,160,89
51315349714,gde,30,118
51315350988,ffb,49,15
51315355307,gdc,250,13
51315371927,dgc,258,105
51315374550,bca,43,211
51315381911,dcb,256,74
51315388414,bea,141,143
51315396541,ffc,213,45
51315402373,bbc,43,67
51315426839,ffe,156,44
51315449970,dba,220,73
51315452704,dee,211,35
51315458990,gaf,123,48
51315469258,ebc,69,225
51315470775,bdb,284,159
51315497181,dde,285,89
51315501814,fae,176,189
51315504863,cbe,202,132
51315508829,fcc,144,139
51315513540,ebd,127,71
51315517980,dbe,262,154
51315520542,geg,57,61
51315526828,cgb,272,98
51315552462,eaa,187,216
51315597097,faa,53,66
51315612311,aac,209,159
51315624030,aab,193,306
51315636818,bdf,271,116
51315647946,dab,63,292
51315686324,cgg,69,224
51315707726,bda,82,38
51315717550,cdd,6,308
51315719782,dag,106,33
51315735804,daa,211,92
51315748450,afg,106,82
51315793540,dcf,43,131
51315800701,dff,199,338
51315803762,aee,63,199
51315817573,abb,93,245
51315823488,ccb,215,161
51315827881,bde,209,29
51315866731,gee,10,155
51315873841,gag,261,251
51315886033,feb,276,161
51315888713,fbc,109,241
51315900107,cfc,87,161
51315941754,edb,98,191
51315941910,egc,98,153
51315991577,dbb,109,128
51315997469,gea,207,70
51316020217,cbb,127,120
51316030383,eac,234,282
51316051572,fea,210,83
51316052751,fbd,278,151
51316098356,fbf,122,244
51316137593,ada,48,157
51316137808,eaf,262,149
51316153562,cdg,153,240
51316160323,cca,205,145
51316168160,abf,199,77
51316172201,abd,47,129
51316182848,eaa,187,200
51316198213,gdb,272,61
51316200046,gcd,128,75
51316231843,edg,160,205
51316247044,ffg,28,137
51316250105,edf,269,297
51316279643,fgf,168,79
51316292783,faa,182,65
51316300943,dge,50,174
51316321140,ebb,255,300
51316345303,eec,112,61
51316377446,aag,13,26
51316383276,cff,179,64
51316402567,aff,213,120
51316410991,bed,273,285
51316413292,cbb,76,111
51316437328,cca,244,145
51316443244,ebc,131,218
51316461140,dcg,209,128
51316476759,bcg,86,237
51316479647,daf,258,301
51316487492,agd,262,158
51316497381,dcf,14,112
51316518312,fcf,251,143
51316525855,dce,181,189
51316540844,aaf,189,242
51316560944,afb,133,56
51316563194,fda,208,77
51316569193,gbe,159,42
51316572874,cbd,127,204
51316593272,ggg,245,37
51316635241,gcb,86,113
51316653885,eae,66,233
51316656023,ade,259,157
51316658900,fcf,24,117
51316671978,dgf,285,281
51316691325,gga,283,252
51316696697,cgc,5,28
51316706158,cad,220,119
51316709003,cfe,115,121
51316720420,gbc,112,127
51316721254,bgb,2,102
51316728011,abe,279,166
51316742609,fga,140,233
51316772472,gdd,265,196
51316775266,dga,113,58
51316781596,bad,29,28
51316785614,gcd,183,77
51316800394,bge,5,102
51316832019,cfa,274,348
51316833993,gfa,96,157
51316844806,baf,220,208
51316846276,bdc,133,92
51316860811,dfg,85,172
51316864884,eff,13,76
51316868211,aae,70,242
51316886042,ead,240,180
51316899316,eea,176,158
51316901058,ceg,40,141
51316910301,egg,5,202
51316920465,fgg,201,223
51316941156,ggf,48,252
51316944399,cae,170,5
51316974028,cfg,52,72
51316984885,cbe,203,133
51316990113,gcg,110,199
51316997112,bgd,131,169
51317025650,dfe,105,352
51317056161,cec,158,105
51317069475,aeb,91,141
51317112723,egc,85,149
51317123705,dec,281,17
51317138428,fde,108,15
51317164150,abg,205,69
51317181783,afb,21,56
51317195708,aef,135,139
51317197435,dgc,7,122
51317226661,gda,196,232
51317227074,eag,98,326
51317244880,gfc,49,53
51317250651,geb,231,149
51317315532,gfe,297,324
51317319968,cde,136,102
51317335475,eeb,97,36
51317345218,fdd,112,237
51317349473,dfd,291,72
51317352256,cad,143,99
51317391297,add,136,300
51317431733,agf,42,110
51317437175,aed,166,259
51317442781,eea,286,178
51317463105,gaa,197,105
51317487781,efb,85,132
51317498707,bgg,14,81
51317500716,dbg,126,92
51317547260,ced,67,129
51317550892,fge,78,165
51317554396,eag,257,273
51317584543,gbb,70,271
51317602691,beb,187,168
51317604873,bdb,202,147
51317614034,cec,267,99
51317624443,ebb,63,273
51317633824,fee,192,231
51317641066,aeg,20,52
51317663451,fca,83,256
51317677358,fae,162,198
51317678398,dce,99,187
51317708921,ggf,180,267
51317720025,def,163,51
51317725178,cge,138,180
51317738806,dfc,178,292
51317742148,ccf,170,16
51317764190,ffd,185,307
51317785207,aaa,185,245
51317803965,ffc,139,53
51317805259,aad,8,245
51317808387,fcd,53,320
51317820471,ede,71,43
51317828568,dgc,52,126
51317867289,cdf,246,236
51317884437,bff,216,217
51317895866,ebg,297,305
51317969181,dcf,81,124
51317995362,gcc,276,217
51318009447,cgf,73,131
51318065124,acf,218,32
51318067068,cgf,87,132
51318148356,bcg,92,194
51318158409,gab,166,353
51318167384,fba,257,238
51318167763,adc,88,341
51318188584,cee,266,195
51318194389,gaf,182,41
51318206978,ebf,264,10
51318234626,bge,229,104
51318248436,adb,211,198
51318248562,dgb,39,20
51318252162,fgg,174,200
51318278646,aec,215,244
51318283743,fff,132,127
